Sample,Group,Region,Age,Gender,AG,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276
AD_F1_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,74358253.1,262061120.4,3235929913,1444965207,101123902.9,194869322.1,38873436.18,626651483.9,12695708.48,53800779.4,6793341.939,14420953.27,139406648,180237251.1,209508392.7,64968420.51,20643468.82,6673042.808,70383679.79,13901177.88,21196059.83,2922756.016,133214374.8,40798520.67,90961552.33,2380139.781,3480787.414,4258316.129,41885077.68,31913506.65,621354668.7,3498765.325,221539913.1,43122263.89,1281227121,42783581.89,111182833.6,11728718.77,3385580.209,2887614.186,952209787.6,367167162.6,65666127.62,16340082.56,68512653.38,13396203.35,22415584.12,69254697.17,133155684.6,4454008.533,41856957.22,1132440.701,1722145401,630136516.8,67523749.29,8459002944,12672356.56,12945169.56,807741.3456,17716475.19,725540100.7,132212839.1,26252167.95,26177570.05,10804562.45,671487723,177087,60764904.34,25865620.13,24831964.22,13917173.58,5943352.712,2914174.206,94155182.02,74763691.01,288202.9,276166.9,338182.3,274187.4,731579.354,174727991.2,20378658.39,675555.4131,7888871851,4631186.91,13089399270,2378677693,3868661.579,1.36455E+11,2055789375,1399458.724,19116588.57,75147846124,10067123164,113314069.8,195760721.8,13093473.33,219080,28826370.18,196092387.5,355209841.2,37483904.53,18910733.06,5114410.399,11781097.59,2139308.466,13753884.06,5489248.59,22591370.87,1474758.063,93102429.99,27944897.44,3820276.05,43942698.98,30181692.32,43015774.01,3967456217,35130658.54,153939721,7056847.414,1439488.669,33639943.27,4901214.175,801937.4144,20673117.93,379168578.6,23098030.24,31355068.21,17602991949,2766670602,361282279.5,4350594886,598923.264,30253090.32,5769395.7,13956159710,60399640.37,82239012.25,970251.2785,407726277.8,5410826.561,260185.6,175369378.5,60470961.35,473529.8674,907216.8448,35680622.88,1063512934,18068086.25,1000680.259,14634683.42,84233488.66,288203,48813476.22,758266209,233161130.1,142701968.9,7838932.9,26360136.5,1794665.668,509987.088,7489796.568,6780538.3,2038196.782,4584464.096,260197,1200733644,47743946.09,1221851187,286627791.3,675018043.2,21018550.94,199456817.6,2566486.82,1480475.309,63256678.23,6651660.22,2847165.34,178948395.4,3733678.858,7470605.907,154742876,9270135.19,633026288.1,58459876.16,67096661.59,20522188.51,13410881.3,277331964.1,2299852706,25365230.41,23906074.73,39779623971,47446112.82,185062454.8,4408073446,437963.616,83440879.67,58754847.64,1356556.727,26686246.74,1093245.265,505932852.9,270315.5,7301414.106,1513699.743,35448194.84,762910.1343,173880158.5,16659645.18,299493768.2,47178866.83,5049950.222,16907766.4,2066765.128,4665306.994,3386310152,46009703.81,322187.1,854009.1848,465878876,202918234.1,1281521.465,9823438694,812271912.5,15487295.1,48971416.95,113494979.2,464647558.1,247111.3,96187649.44,5826856.207,6327908.005,31939264.18,6000075.948,775513768.8,1030595191,257471481.9,13920100.72,4671013.645,207404864.9,234145,40307004278,44730059.16,111247742.4,43721411.41,9142636.473,740303.6592,328321.3,41716566.47,72027282.83,894371.792,12394828.58,82960197.32,1793631681,197360316.8,1392969.259,1132721.486,221113.2,3846251.191,28553568.56,2186674.986,783104.3332,53401120.91,219282989,125899329.5,103816452.8,20776933.56,3094050.368,1388753.678,51466721.87,218169742.7,1457306.031,15469960.82,2959941.785,41081966.27
AD_F2_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,67729876.59,346554604.9,2232188882,1799561546,243381618.9,276046088.2,27821861.86,215680387.8,27340256.29,41256878.3,8277551.19,26220881.23,175682141.4,160052557.4,25277900.7,35160412.46,21500123.99,8261563.676,52067275.04,9442059.424,14219690.98,4077946.825,141273555.2,26259097.96,83945113.55,298113.7,13236139.77,2765979.796,36875636.56,29404866.76,473347795.5,5307130.292,185028976.9,71037106.8,622526846.8,30633372.95,101001096.6,10597374.25,1106419.766,7842996.579,1183896095,504313886.6,235202403.9,17486223.72,94429737.36,31524141.53,340425487.7,584773116.6,61002349.36,9127411.797,11407201.61,790499.3185,1073368363,361119177.3,13073730.32,1118927815,8025558.3,275437680.2,991077.3747,581589.1165,89652972.06,83892996.12,17032258.8,15100883.91,9727315.804,453129023.1,177087,46473658.75,15684059.99,22253474.54,12207865.62,2866933.614,304161.8,83094841.1,39163125.63,1941046.532,276166.9,338182.3,274187.4,289161.8,121921748.2,15474570.24,222149.1,7590489650,8082873.586,13018973298,1669147709,7100722.337,1.15613E+11,1664033236,252109.3,27107262.73,59822509317,7613941617,110788244,208832478.4,10455190.74,219080,27167104.94,194675630,297338756.3,34851249.21,19816440.94,26400052.06,35987446.77,7846055.006,17395492.11,7403328.455,21656866.16,1151639.511,58253788.46,21273252.33,3554716.786,33869138.41,25947925.92,27623510.89,1572773395,14704181.08,164784529.8,218113.6,1326706.49,12732977.29,1602170.87,248124.2,23118516.29,264494536.9,21075967.99,22268003.08,15320781190,2283289860,226718251.7,3344449075,2820278.579,8615762.082,87567174.88,13319594383,54705208.73,76294792.05,204134.5,260177031.3,4478120.891,1565276.57,135982907.5,51936153.32,2801679.196,253129.7,15710211.99,1265025719,11678922.27,255145.4,12881403.82,83982207.45,288203,70696402.28,522596306.4,162139899.9,319345406.4,60282791.15,55043459.07,1794377.415,245186.1,21061598.63,19803002.55,275171.7,744792.4623,260197,937316112.2,51411308.78,1426139483,232975575.1,254600342.5,20754742.83,166829019,328321.2,6112484.81,43788006.8,11784982.93,2254041.92,244670897.3,3120639.011,1551739.948,129032402.8,7561210.451,348439840.1,44411554.4,39789564.3,6697830.168,19241287.08,37044713.21,1611849572,22639205.72,13461655.86,30694690759,32829020.34,166309811.7,1491099516,349002.2565,16003890.22,46934616.49,1606271.876,37425293.47,1390882.72,391338900.7,3344073.051,90131153.92,2333806.638,62708213.12,736105.9626,97325138.37,81630927.06,252209344.9,71916197.91,10781893.45,88459922.87,7301972.169,9648020.623,2457922075,49170596.86,322187.1,930496.4008,470075296.6,185588359.4,870068.2611,9424822744,896528592.1,3998682.931,14475762.53,50777673.75,305260687,439116.7801,179594546.6,1096599.81,9351109.18,52975002.71,579157.91,602373489.3,971607677.6,180063354.5,6439945.842,3413473.379,218043684.8,234145,31972756782,54657745.71,139585073.2,36649749.86,70534108.47,1206547.131,328321.3,53469306.08,72086795.03,682328.6784,2392635.136,102841669.2,1211744882,80681830.51,248124.2,2401668.126,221113.2,4255915.552,18538811.26,576939.7222,179118.1,173537581.3,223996671.6,63081721.87,348515427.5,22431580.46,6175135.329,295165.5,57371785.32,162213955,274187.4,6118669.924,255145.4,32757005.87
AD_F3_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,64162564.01,310822012.5,2476908435,1495991296,102927974.8,51539430.33,39343631.16,309200068.6,8208165.235,39855228.91,5484692.907,15218066.17,178423140.6,238503065.6,104900342,42369952.93,20746036.95,5681955.422,54737031.47,11086136.05,16500225.87,7064647.759,147938433.1,31791386.85,89153582.76,298113.7,6972539.418,4094272.465,44868761.1,26893671.13,481228710,3037820.932,123513534.7,58472753.45,802670131.1,48386347.45,120668722.3,8653369.592,2175588.801,3201396.963,1031076030,343226708.8,51026691.95,12148921.56,66813278.24,8469682.431,50830379.94,85060127.62,227372472.5,5960592.893,25037493.28,741513.334,1192534766,427350666.8,28153615.17,4862313516,6574121.219,35138552.11,1938756.366,511880.735,492415455.7,92146791.89,8494085.525,15815206.27,8126782.835,475612244.4,177087,42170031.72,13543645.02,5969470.707,13663632.8,2048431.466,304161.8,74429602.74,35249462.36,2576822.129,276166.9,338182.3,274187.4,778134.4038,136283931.8,18763538.99,222149.1,5954540840,7423282.073,13014630461,1508963343,4689224.823,1.29498E+11,1464738767,586154.1225,18734579.12,63189521519,7349413234,115711251.6,180816917.4,7375374.05,219080,28182737.56,182590943,373023402.2,18088973.38,24811740.33,12892488.61,27218358.54,4659149.158,19212192.35,8032282.072,28102783.48,373966.9647,61392010.79,26235349.34,3079829.288,37378486.36,21326677.86,14443515.93,2121661721,22402663.29,137286536.2,218113.6,1605326.981,20315975.78,3257203.174,248124.2,19141872.54,301276466.6,21329447.57,24481211.43,15036035644,2117202398,296013268.9,2861333567,955955.8144,19649075.45,656583.1,8710463643,47764620.07,87391511.25,204134.5,219133629.9,5499768.55,260185.6,140314389.4,30814682.4,459422.7214,749770.1714,16108232.57,1071824648,13097817.37,255145.4,12967460.16,61415467.78,288203,46760447,460726430.4,169920167.5,188153376,8394011.611,24187699.2,288253.4,245186.1,12124030.29,14052132.25,542363.4207,690665.9059,672349.048,831606150.1,53439386.89,797088801.8,213142043,216764236.2,24884803.05,175128732.6,1417690.942,1471153.286,53686331.06,4728332.961,1871307.273,213459681.8,9536041.966,1350040.648,82742448.64,7606054.839,437011373,41130449.3,49650449.26,9260222.697,9988759.004,10060240.93,1929950528,18945058.35,26654812.17,31145217261,37816688.61,43698584.68,2200005132,399945.941,29213100.52,65105757.67,2896198.932,29361944.95,2468907.888,413655782.5,270315.5,5133766.005,1493204.775,42245446.55,758298.6639,477616.7448,7118525.164,259295042,32557862.23,7877114.883,13805694.31,2422202.602,26619816.49,2220913843,61220951.29,322187.1,294181.6,128276165.9,289748065.7,2281430.384,9861275922,956331578.1,6690417.18,10759886.5,45585775.93,344623941.7,247111.3,126874543.3,1892166.001,9218920.907,31965907.27,1591542.846,494829533.8,1030607900,191719577.2,7597563.561,1478796.047,200559131.7,234145,19596971766,51460674.29,104295839.3,33506452.94,9430058.516,284294.8,328321.3,44371977.32,73110915.95,1213324.911,2925453.964,93038623.41,1443520385,137755693.6,779109.988,1085322.597,2902110.75,6633661.298,11836313.86,2297907.388,353400.0113,74565217.12,243967488.5,96464502.8,99469723.71,20483919.25,1452845.907,648183.438,40033645.32,178772840.2,274187.4,12205094.87,894284.627,49584147.91
AD_F4_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,57295453.02,237810315.1,2253124056,1101373730,206631113.1,220953113.6,30516849.46,266935916.5,10162841.59,37399329.1,5815715.094,14121888.32,176345004.5,150729796.8,83708650.1,35075180.66,18601325.83,7025719.298,41587343.3,7194636.064,12397526.05,1685680.492,139174878.3,22237730.22,80484484.23,298113.7,4546858.836,3714417.258,31646983.6,42706025.23,464583556.1,6801077.774,134078238.7,42876010.66,666183210.9,36985686.17,104106985.6,2366731.016,768387.638,3301403.754,921869258.3,271316669.4,56232848.34,15126093.11,57741240.96,10996903.51,60170650.47,103110386.1,176194255.6,9740535.121,32114114.35,192101.9,1005146755,316036179.4,30534874.51,12868809049,12181014.04,277216.3,1246153.589,257226.5,1164849476,68843123.84,3152506.309,14268780.14,9366743.901,392702928.6,177087,37105747.92,7538811.872,10886924.52,10923915.41,1181474.919,1136652.647,66063117.39,23040626.29,288202.9,276166.9,338182.3,274187.4,289161.8,115643407.4,23519208.81,830393.3358,4411980404,5341891.401,9899059917,1332542785,4474601.998,95502077437,1181202210,7781353.545,42971900.71,51452364270,6445676498,118172605.2,234793272.3,6847538.483,219080,19496473.35,147029389.8,251609457.2,16257067.85,17744135.37,4066221.946,18937519.27,3320896.068,5927837.144,1645778.167,20738876.88,270112.9333,57526738.71,19515293.53,1335808.884,24663702.32,14031023.98,17822472.22,1841675798,11166264.49,117524948.5,218113.6,1023225.413,13821136.61,1188259.72,248124.2,24384286.65,257376380.3,16644517.23,18399922.52,13018515079,2166224908,232733348.4,2837541817,1763341.517,10161041.33,656583.1,13632736124,49834149.26,70304568.07,204134.5,141800614.7,5011360.575,1570480.282,127043272.3,51972380.07,529958.4514,253129.7,17430409.65,930031060.1,8742803.63,1107586.181,8027070.047,48694135.44,288203,52865984.09,294742309.2,158529557.7,248008453.6,9826838.936,28866639.87,288253.4,245186.1,3196339.535,15106887.5,275171.7,276155.9,260197,681310417.6,33086156.67,709640326.9,173831067.7,179220183.7,20071789.43,141134543.7,1607132.274,2345582.033,63433362.1,4343828.63,1425744.199,198481024.6,9864077.326,3074569.663,141790917,5451477.361,375338212.7,34469461.06,40887339.1,9083711.286,12301346.57,416310471.8,1443658325,12948900.95,12934983.66,25706173473,36856501.25,160051753.3,1905302378,525860.4806,25861364.7,48159111.67,1121307.23,33069831.69,2069282.774,358249117.2,626861.6445,17318996.03,1686288.943,77481692.41,713048.6106,35765082.26,9863843.042,204445724.6,28379405.6,6268279.644,23989613.75,2385300.658,25226770.72,2482917316,57904214.77,322187.1,294181.6,364312066.6,191724191.9,1804765.728,7857650232,555342550.5,4334915.827,11305255.97,55410027.22,239593977.2,247111.3,152854656.2,2010803.065,17184129.47,59326481.95,711053.726,534360113.5,686374978.2,164988058.3,5297734.692,815553.0054,155391949.1,234145,30806674522,49481305.16,90222713.39,31668864.23,13625112.58,284294.8,328321.3,57469034.64,73266450.9,296149.6,3943555.822,87406945.61,1104261474,87917004.83,248124.2,1476456.738,221113.2,2371852.382,10313202.27,863707.9604,311128.1397,116004573.4,194600741.2,106142808.3,261770436.3,18202244.31,7153303.272,295165.5,34506932.39,148440727.8,274187.4,11195900.78,633526.0282,32709716.27
AD_F5_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,84740599.12,411780258,3231600735,2079271052,161728041.2,128248431.1,24118080.24,445457059.3,11897251.03,62638660.95,4075685.721,16307749.03,163497099.8,185331639.3,250244933.8,56252608.57,19311619.73,7988503.965,104298940.7,14154157.07,22108195.75,6195172.969,108650977.1,34773996.3,84131545.77,298113.7,12568552.88,3688101.12,42340317.62,39357277.58,708216923.8,3509911.587,182648233.5,14337376.59,935340178.3,80842742.14,110266205.2,19989769.68,1874661.323,8986848.833,1007210565,466756744.6,98395037.28,30790507.6,28863117.72,24838332.18,94837751.98,159401841,55728427.26,17312238.82,30919310.1,192101.9,563011223.2,239315252.6,29208425.77,169359672.7,10456707.98,120561368.9,578054.6618,22234915.89,8284419.78,46265182.79,5346684.114,25477643.18,12323230.36,570013839,177087,85551393.11,17059978.2,14040103.2,43573075.89,12791961.26,304161.8,119674398.3,63057345.67,1787434.386,668600.0649,338182.3,274187.4,715964.6168,178277787.2,22918979.52,222149.1,7055041308,9778380.787,17426512515,1989579886,16863676.15,1.31255E+11,1913164883,252109.3,21054972.15,67320148683,8496423476,75448708.02,168804650.1,3549640.478,219080,72298692.38,172363822.3,377045882.3,6551500.803,27803659.84,14929613.43,16749905.35,7865019.775,21604836.67,10834382.23,227319653.9,448852.8093,69410469.29,33270074.72,2441542.716,29537114.29,26091735.92,28568905.15,2960233164,39555470.32,156062825.8,8970794.254,6927311.837,113594203.3,5521060.408,831216.07,18977418.98,292769650.6,20769334.7,24272742.25,33925893432,4740974650,219367080.1,1278488222,15182936.88,6934709.246,6181729.887,5054195656,65398206.38,110065213.9,6247128.104,88342314.92,4998684.023,260185.6,131973932.8,84394464.45,235119.1,253129.7,16533602.36,1462432436,16797308.13,2930855.21,13380908.83,78760673.69,288203,43072006.06,217462300.7,254643921.1,184600892.4,8254296.083,24377381.68,288253.4,582316.9875,26392672.47,17769190.1,3227213.698,2664904.435,2647244.278,948920369.8,74160321.03,922604805.3,367592155.1,441205983,10022481.64,288496869.2,3469041.799,2016088.811,60117694.01,7036970.157,1424447.282,186530614.5,6785068.184,3634285.221,137699972.9,7140678.013,429700304.9,38729979.19,59683128.06,14591289.86,11954048.49,40265142.67,1997785313,22254339.6,13974618.2,37071963604,52892701.68,21064588.19,3152791248,152070.7,11769325.34,61266261.93,330079.8843,37358908.57,1234258.814,630160725.1,1113429.545,15635259.13,5796223.365,36284207.18,1896467.202,554400975.8,45623105.65,277235532.8,49162948.28,10203269.63,17192475.37,3311436.947,6317202.834,2728241867,67509719.69,4470346.013,1163782.41,347375962.5,172663600.8,2147708.092,12551408148,1587001241,32926874.03,36534922.04,182201020.5,566199002.8,793721.4956,100300220.2,931015.459,5865595.091,45769964.65,2250852.829,1143578681,1698778215,139314272.9,14931798.75,9015124.495,226619622.1,756522.495,14236974306,59237247.6,47294787.17,35024135.2,20507321.1,284294.8,1305405.489,42337245.48,89767759.07,296149.6,3216588.957,225314585,1581480575,219547813.6,730477.6448,1797052.374,221113.2,3621850.019,20385701.03,423435.4248,179118.1,32211884.78,282782077.6,79574652.78,118811795.8,27024081.32,1923922.368,791338.7055,3596280.178,147841151.6,2305367.659,14036905.21,3987667.457,90992703.25
AD_F6_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,86103934.72,367453890.3,1458378675,1740959542,90678580.02,361521412.5,40772811.38,544393958.9,28094125.29,77816509.21,14783528.07,15194743.24,168767032.5,232740592.3,47446927.09,76373047.44,12526372.98,6821939.721,70276207.47,13645749.57,21576161.98,7628485.651,107567969.4,58624379.37,82480396.82,25871797.45,11513759.32,3210088.639,48293871.12,29185803.46,679720494,2480623.919,168416132.4,15818219.62,901678346.3,73890584.31,87555284.47,17310912.79,2330873.223,821943.1055,1064024284,430576523.5,73899656.57,17877394.86,19857254.78,26565201.29,96299911.56,197779028.5,60821494.23,19040434.02,59666999.49,496007.1058,909296613.7,308850253.1,12047609.59,1286142921,13145567.25,277216.3,724782.5305,6228225.245,86168153.67,52184469.71,9171180.579,19867540.71,6893728.498,685867615.3,398799.924,81990739.22,13215500.85,13696610.92,41078776.12,12197451.9,2475572.89,101794047.9,116853839.7,6057736.755,1352113.142,338182.3,1094830.288,686470.1132,218830461.1,29057944.74,193936.1643,7426911019,7052420.355,14858228124,1985225613,10354358.93,1.54305E+11,2290400265,525647.8905,17223366.05,77677070617,9379142430,65779590.72,199616243.2,3031294.491,219080,85170490.54,208537411.1,444545192.1,17371506.75,18871131.02,8680238.951,10005301.13,10635319.11,903680.3056,557017.6548,257875571.5,539763.6083,77299278.3,53049098.2,5166529.884,39927584.83,32141419.95,31017756.58,3524469093,41799767.99,145539485.9,9107769.595,6163303.529,54930447.58,4695687.287,1602137.959,21085557.02,329821642.6,21987872.61,26944345.91,21510255222,2874938614,298361057.4,1636952374,12238927.26,40656375.18,6786442.922,6409026540,61387945.09,102458850.6,4224971.747,127021562.1,5258192.628,1497888.499,83352102.9,73739965.64,2202830.848,253129.7,12516856.21,1217185527,16143189.84,11801495.33,14782775.97,93484228.86,288203,19613768.22,305453278.3,297995636.7,90501064.41,12632499.69,21042237.44,1201728.425,528376.0455,18594554.14,16831145.1,2977632.966,976211.1065,260197,1065941688,60893702.88,854610124.4,336463269.5,436066667.5,9405798.365,241231467.5,328321.2,3859087.224,50653987.56,7473378.544,1922031.142,199209969.4,11830087.91,336165.5,174341772.4,12062210.07,451204236.2,50205377.4,63943046.61,23402455.24,32782581.3,40937265.84,2393580630,22816792.59,19695367.91,40707299207,40727862.43,174895312,3849581485,423060.6874,33734864.42,54941546.12,598059.7461,32109667.55,2566342.526,677769289.1,5021921.359,38200596.59,2689155.473,66310570.47,2610668.68,71520002.46,52359017.85,278020228.7,45012308.98,4376484.308,30837748.6,8752167.316,10926956.16,2884784231,73398974.11,1942143.839,1450315.288,1129221747,162386502.7,1308498.821,11544640228,1146587306,30882533.11,50626394.68,167815701.5,587541020.1,2228449.703,104716876.5,4337231.472,6910470.722,41728324.84,5396060.749,713881004,1182770827,200541473.3,10996925.61,7835443.195,244850660.4,2679789.525,15015231020,41305116.2,51686721.83,38216570.91,16318805.81,284294.8,1159959.153,46887187.73,82786941.91,672259.592,1962549.35,197132743.3,1641277006,285175518.6,5286037.957,373219.6,221113.2,2576609.007,27763142.03,179118.2,179118.1,98863052.09,311245058.9,103334164.5,169920211.9,22488377.84,2932342.928,295165.5,24211182.69,198729729.5,4324757.86,16082123.19,2662697.394,100498526.5
AD_F7_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,79306717.29,271134920.2,2629310907,1415765464,65674390.37,269129068,40504508.03,600774274.6,22921136.04,57562503.3,7106395.491,26242432.8,209850850.8,168083696.1,37890613.88,64380588.6,27566241.38,6496827.619,67152425.54,13884466.27,19701558.41,2964578.854,80304974.71,45614581.84,85289721.99,12641809.56,4145554.842,2445191.834,37854882.9,51693462.22,658272918.1,2851585.464,137820328.6,15277822.2,1200564399,57925786.89,145263247.3,10457558.55,2087355.696,6977013.786,973060954.8,356827473,125314735.7,51703701.15,27828036.95,27204942.54,105420131.9,171035067.2,68134041.03,3844578.723,14204711.49,620104.9332,1346352273,441334695.2,25089292.71,2956563363,20735664.7,422140269,1723240.583,2147069.596,259277137.3,33557824.98,2112035.362,23910278.14,16835152.91,592894653.2,399508.272,51743644.95,11556012.11,7782857.189,17401267.02,16450413.43,304161.8,85235145.51,77662183.28,1338702.471,1212648.858,338182.3,274187.4,289161.8,179708190.8,18860511.72,222149.1,5824796382,7111727.016,14955399286,2490083313,11886697.77,1.483E+11,1865188235,252109.3,39016145.97,74046460594,9171892115,69707585.15,175300868.4,8576253.681,988708.04,75725277.98,188528002,391843072.4,17569506.8,14355590.78,2730565.325,8748554.393,6135309.104,555283.6704,707451.3059,193585266.5,512028.1103,85201074.26,35420376.98,6231914.733,42879576.6,22090366.48,35841828.94,3894997895,23592461.35,164788708.1,3135383,3770320.364,22235593.38,1169278.588,248124.2,13674966.27,329513232.6,25769930.03,30025929.1,22427537525,2910064012,346746715.6,2936907795,8409764.762,32797624.11,656583.1,5058631067,54547503.27,90474068.44,204134.5,133675089,5224079.305,260185.6,293644209.5,52555204.46,2552217.831,1777223.624,20697070.26,1161451438,16191573.68,2880081.275,12581814.3,74281147.37,288203,24060778.22,291235887.1,230744063.5,136579467.3,221125630.6,43470387.61,861589.4126,245186.1,26472633.88,9876959.4,2206601.862,3087699.118,260197,1141041743,49931809.17,1002392663,247686109.9,340628487.1,9583402.3,206221729.3,328321.2,4724539.208,79084681.31,5718883.327,2484028.552,206181511.9,12991321.08,4775903.259,89911762.25,12269499.07,629941440.2,58033946.8,62622305.34,15804013.53,16694776.13,25025720.66,2197417945,23846191.26,15758324.1,31724411775,56780644.2,67367108.51,4129546073,460013.8675,63050721.25,90296612.2,2898390.697,33919622.87,2228248.233,475562649,3195365736,38222132.76,1522483.3,33344364.81,288216.9,181830275.5,618449.0258,270397103.7,40490594.41,5103201.015,29631002.84,3118637872,16782913.4,3289308657,85594166.12,322187.1,294181.6,673916824.9,161458081.6,2394385.933,10506771987,1035643990,27487273.16,48534431.04,168015887.5,488872188.8,950884.2824,165917025.7,2225237.971,8313327.422,36576497.18,5963550.952,769156395.7,1154845123,213868914.9,13925944.59,8508910.141,208154955.8,520270.19,11884371588,51236603.04,51373876.82,36382872.96,354809007.8,1083022462,328321.3,54995446.23,109179688.3,1680945.13,1592188.027,103976288.9,1599762965,240805032,1517279.483,373219.6,1181850.054,6115498.593,27875734.07,1735118.003,179118.1,79574953.29,561090802.7,121928942.1,402618068,17887978,8760293.465,539562.534,16050968.14,229230282.6,1018332.004,15468237.81,2020751.568,77468181.67
AD_F8_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,87121365.71,186033998.9,1924920829,934309505.2,84235831.11,100529356.3,17599105.8,425624016,11060933.95,50740827.24,9541345.185,15648802.36,200930036.1,171496906,377049744.1,36952000.28,14044919.12,6475785.163,58029887.17,9930585.874,14888361.76,6578732.417,64240671.1,45646743.66,79587373.56,298113.7,1697945.08,3305748.762,44294906.53,32681688.62,567935857.4,2712141.077,98825667.05,16330365.91,1205471243,43981722.48,131385910.5,10097138.12,2436636.084,10559694.83,628822936.6,240666922.2,180369548.7,22668319.26,22217022.86,27176710.71,143867303.3,177373118.9,123762284.4,369351.4,38221075.13,192101.9,683722364.8,262003117.1,40124616.7,1975120289,13516229.15,49160706.99,1379005.784,58269261.82,174258882.6,86767362.31,4000383.392,14062662.69,203139.1,385116605.3,177087,55611162.09,16435067.35,14675965.99,10407726.06,1893783.595,581861.5234,55544769.78,22608006.81,288202.9,276166.9,338182.3,274187.4,289161.8,132027582.9,23124306.74,222149.1,4582644801,12109873.89,10421441506,1876562055,227114.1,1.30027E+11,1530682334,252109.3,17128970.58,50057389580,6503802161,74487332.48,244007146.8,4305225.992,219080,21762213.92,138506491.2,287812756.5,14893751.64,23592239.13,1410581.835,2119548.059,3313887.349,20555118.46,6875717.055,345327622.3,279512.1854,55889280.91,31721654.79,2946334.248,27428987.44,17238102.03,27638934.4,2792909181,14922867.57,106517707.8,218113.6,303177.9,18054915.53,204098.2,248124.2,15738205.88,268428652.4,16967733.3,18180644.92,13768583314,1784808920,234219647.5,2407757871,2276836.966,33583450.37,6235569.701,7539161323,45144541.4,75531889.75,204134.5,208477563.5,5269941.628,260185.6,96438496.27,34363624.81,703476.3472,253129.7,22153415.35,888535233.5,8306880.849,255145.4,10618027.67,61095210.08,288203,21512695.04,538814379.8,190329235.1,165238121.3,14770390.48,26941065.63,2250106.04,245186.1,13348615.68,6420808.95,275171.7,768541.8697,260197,902671930.4,25525896.3,641311127.6,209843607.1,449053858.4,10898731.74,163150369.7,1853044.853,1191492.605,69916907.2,4378124.437,1444045.14,126095702.1,8314965.862,790661.256,230868683.7,7777803.264,538138612.2,37349739.48,49299145.08,13981662.86,9386271.783,6383241.005,1680525929,15220083.86,33349852.03,27882065131,33991500.1,210995291.8,3063493366,827112.5373,43512597.41,78281114.97,1762179.462,21465525.45,1772035.579,457637095.3,5705549.259,17170200.67,2118224.235,16702416.53,752534.3259,888570951.1,49097653.44,173063003.1,31626048.04,12701706.36,36324610.68,1828952.6,3773745.687,2437320853,55351947.72,1440176.337,294181.6,230929624.8,194653528.8,2468136.979,8266954410,628407349.5,3687896.709,7598124.26,39470336.97,355872575.7,247111.3,72892825.13,4896475.17,6380333.459,40445179.72,2557426.053,477480854.7,849082352.4,151771579,1250411.307,1249675.724,158001519,234145,16931128315,65769224.22,48194414.7,26027126.83,29047536.9,284294.8,328321.3,24730042.39,79808046.14,1345407.633,3324719.837,93390792.41,1095935704,139382156.4,248124.2,373219.6,221113.2,4703357.888,18996102.29,494724.4684,179118.1,83734028.74,211824799.5,176788426.4,85186604.71,16697865.98,2282992.118,295165.5,33548379.4,140377461.1,274187.4,6443088.902,255145.4,45481124.07
