Sample,Group,Region,Age,Gender,AG,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
AD_F1_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,95596.3572,101772893.6,6685517.548,20401717.07,20798021.34,267664774.3,125452934.9,1318953.796,54984813,3777773.317,2392120.333,35781993.16,4172261.99,86174188.36,81391240.54,20247958.59,43686488.97,3627408.122,72487708.86,37519345.33,26346852.59,37678341.22,39314291.04,135067905.5,11491133.77,49155997.81,269048.7,15084339.95,1745468.441,22157047.18,18542771.96,17724065.96,8675859.324,4579159.129,16046460.62,63469601.16,337428.5092,42202111.37,8501762.655,194667016,1004003.068,43863722.8,1139435.044,2402340389,336076787.5,19825440.3,530086328.8,131815187.1,446373.7098,23351919.66,22884004.73,7358414.001,109603261.2,92991961.73,58601555.14,149408569.3,1833837630,36392634.99,642070029.7,58342076.62,75004143.54,7432849.105,859799498.6,2124281.912,9762978,58236225.72,51892509.7,143174233.7,789491.0296,20679458.93,29383574.33,8933970.96,153450.2622,13095107.98,231037.9368,56631601.78,126936.1,1740936.787,956103.288,56285303.92,3153362.088,5303714.849,59955281.24,3235480.538,49402044.15,10467227.44,16127506268,350876.178,56682437.62,101317259.9,24793142.77,190576.7142,4047251.79,576159802.7,26012025.87,523180.656,30102792.68,2107157.879,10372644.4,24596151.68,3986477586,326582.4134,277158.7,281205.9796,5498111.736,12273788164,308772323.6,60258.8832,3336567.92,3598188.963,3740832.812,71950109.84,230686.8746,9086717.092,25054234.59,9741321.668,178730445.7,9448873.496,2325825247,1094719093,1736336766,31085623.76,8037424.152,13836508.47,65699614.32,36721263.92,35978040.64,4580147.719,13662261.15,142783663.5,110547962.2,5033071.89,970147.8514,91971436.58,517172763.7,6096940.95,24366992.25,36097671.79,304032.2229,31287784.35,1502823.091,14171926.26,9693765.696,687256.1184,79991135.76,3036468.633,8315946.901,3258455.878,211942.44,37633184.81,71198511.92,1773442.957,28607773.11,758857.6875,792413374,44429447.33,43197495.28,307031.6,17110326.69,45702906.71,3824373.469,266069.9,35403445.3,90228846.6,7588449.742,85596872.26,9029688.738,3897839.808,99318.4917,135949277.2,3770946.738,120782.3632,149765864,454313014.5,36615803.18,1405072.05,32396308.72,54656817.29,202195273.7,901628.525,14518650.98,6920911.748,7575421.958,15907086.28,6957461.608,67613212.57,270371647.3,155895566.2,4543873141,161884609.3,485362998.6,230116.8,16607365.69,7399831.075,506209.8011,2650322.365,3265287.231,1995820.338,8175109.737,321173.9
AD_F2_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,190052.4,75495121.93,8912028.316,19873359.27,12645093.93,254991024.6,155548683.6,329445.8682,57352821.83,8624577.36,3006894.259,19755340.77,3977774.747,18318833.71,49258264.06,12073391.16,25955554.25,3148292.051,75734259.1,29645628.72,73255130.48,44600266.82,44156284.81,187471139.6,10770538.27,52382035.64,160353.0252,11167885.46,1621819.111,24697349.95,13866930.75,6356728.698,8924700.191,3774319.393,17127782.71,67888725.52,1228992.896,47216599.98,4363250.675,227523651.5,464959.0168,28775599.2,3548785.986,209550550.8,198886007.7,25672898.81,391723089.2,163967649.1,6677470.721,244495.076,21699589.52,18485190.65,87686816.65,157368768.1,1935554.843,161958703.5,1432669557,34645181.73,687028827.2,63585684.04,89254637.16,7143506.948,32688634.78,1689160.906,13805501.05,47172105.94,29618830.09,118762482.3,1053690.784,17044168.88,50430233.69,10636295.71,153211.2431,242080.6,311508.9816,43467947.7,126936.1,2639757.235,1331390.089,62632667.51,3122699.851,2777244.633,47621809.78,3150783.713,62848296.11,7783822.886,12510023983,247095.9,42742236.56,152301718.1,15784070.7,173094.2,81323.1434,318064.3,34912865.79,849996.4671,33173880.54,2243292.137,9140224.12,22220850.99,3732145621,243173.8,277158.7,134480.9438,6925110.66,11179867216,323163150.8,535910.6176,5814631.837,66942454.15,112294.6845,58133565.32,124706535.9,7879727.882,5078602.2,6911804.333,142899498.1,7086184.8,8931648.966,430081479.6,601952110.4,36652005.85,5699652.926,13267480.89,258077.7,19869443.44,32896031.97,93464.7266,5696546.638,112782857.2,89660068.53,219480.03,1268654.883,131240621.5,398237736.4,44750.1,27871265.83,38231788.17,311907.2481,132068.946,2351223.899,22517309.9,11234177.06,1697468.006,87825662.71,2371832.614,3485231.224,175551.2208,557761.8546,22207669.53,251328.8998,1788098.179,520168.6974,862776.552,158020517.9,36685525.71,72951585.83,307031.6,14449200.77,32778027.39,7727517.261,266069.9,27911440.18,95145155.82,8622030.262,91825397.61,5835918.513,1996499.555,387931.123,181072.8,1762461.004,199970.8,188968621.6,315420672.1,43202147.12,1625493.063,120639.0372,31197305.22,111990261.7,183301.9545,10060015.74,14228627.76,9109403.972,20652771.98,203084.2,72939418.44,248352737.5,152713378,3429684068,177699908.5,337384079.9,118510.152,32691288.07,2010693.11,229157.9,146845.2042,653969.3556,2052528.729,4769630.801,332093.8126
AD_F3_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,190052.4,106110734.5,8243775.823,23374136.5,20272347.45,360260365.4,168108761.4,1651910.632,54988742.84,7887090.822,6678210.854,24967613.12,3983658.208,85185898.99,76288386.34,15925743.9,40429559.11,6884287.484,75603215.86,28019305.66,24775040.7,46208856.06,45381540.09,363868133.4,12396092.16,52921749.97,191293.6257,16549759.16,1853989.793,27005669.73,16110523.42,10254230.8,9968862.772,5498382.668,17807608,99824069.16,542322.1882,44483448.46,8156354.605,250509546.9,1730103.45,47288169.21,3472549.982,2588191758,342153964.9,19497295.08,401793420.7,182113686.8,173872.5819,18872623.65,15746470.31,28370595.4,96930488.44,136068686.2,55916129.52,137652642.1,1636965631,41302205.35,748655662.8,74694870,82644485.5,12158329.6,1431100734,1448977.712,7818296.208,47228408.34,46183214.48,144804947.9,845678.3076,21193999.88,26436595.48,11687795.82,239019.1,17362504.79,241413.1344,53042505.18,19203400.95,1618278.963,1226023.604,65373720.34,2984850.821,6214147.609,58711106.84,663355.425,50913714.63,8259851.635,14666512411,540151.6374,52270885.86,92941605.52,22487866.32,173094.2,4193993.55,438918237.9,36590757.4,553125.8646,32433762.84,1951981.527,11011395.51,17170083.15,4145085991,243173.8,139410.8261,141623.3308,270305.1,10690214443,273247375.1,98567.7952,2684969.558,2478609.941,258148.7,77727205.71,206604.1789,7098507.181,25260866.71,7032701.444,164596192.1,11388899.49,2043912608,848859466.4,1279202492,33277855.53,9191351.448,14404077.84,58140002.33,29544620.18,33216127.84,5392181.299,14840863.77,115243050.9,51515734.87,6138891.99,1078198.176,126550132.1,463981024.5,4936690.538,33406703.97,38285039.28,814221.3555,20293819.65,2959193.431,11920523.42,10515655.38,1870387.158,100370799.8,2364456.695,4033970.378,1610124.427,1202773.347,38940162.45,73636207.8,1396433.334,32858147.02,749691.877,713218679.9,39316311.69,75822116.05,307031.6,16630716.68,40510047.25,9386747.224,266069.9,19658431.57,111472882,8183742.903,104847580.9,9806952.233,2588989.253,129378.0761,133736386.5,4607323.386,199970.8,201611115.9,526850317.7,44977708.18,1302829.646,29072117.07,46527915.72,128219559,100667.2625,9550843.168,10985195.65,6308530.876,17128058.03,8002939.069,75018011.27,303438591.5,127507514.1,4402948660,135992135.3,379465495.9,1668807.034,17244279.49,8047429.661,389110.1142,727117.332,1863769.239,2725153.263,7697114.004,354254.8117
AD_F4_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,193473.3432,65142378.29,16548301.87,21379775.69,18067093.23,221118433.4,183238824.7,234064.56,50383532.71,27529091.18,3934219.916,18708940.6,3789170.966,68713076.29,74039574.71,16694524.6,57015746.9,4206232.132,44732011.41,34951345.08,21021212.49,44509466.31,40528090.88,137994317.1,13092340.06,53047731.03,243220.0248,13464240.9,1177481.683,22801474.82,8513050.934,2181855.242,8629309.816,3615289.567,10113093.21,68107349.2,672272.7738,37975763.81,15417904.44,208823535.3,1285928.47,33331116.63,43975566.05,3106867973,276468813.3,28859479.08,300392104.1,149611651.6,250071.0876,15814607.58,11166413.09,17653008.21,67686623.08,101041364,44199776.31,129671622.3,1349352370,32572844.97,762518516.4,57626428.6,93004971.04,8385625.683,1831813980,1094443.007,6704905.334,28397814.37,33700123.72,134868486.4,854763.91,16746895.98,24511144.59,9279207.055,287300.9582,16146533.94,296831.8728,44484555.63,54836.3952,2134849.373,2760341.738,56148732.49,2614938.451,6473416.311,57945798.42,808020.075,50417422.54,6981368.909,12261369472,212008.2822,44271486.28,84769104.12,23826966.13,173094.2,1695032.382,383658064.5,30633571.95,556395.7437,29253444.46,1283169.784,8287650.723,14111388.01,2950542249,216667.8558,277158.7,96932.395,1319724.9,8206500603,241872435.4,57152.7552,1681322.79,1347718.23,379478.589,58230628.45,82388.1695,7527501.208,27444470.49,5563727.722,140003093.9,5780779.96,1857835200,744441870.2,1013440120,19048189.79,8408176.718,11692447.53,47230541.8,28493237.97,30929681.04,3149403.977,12342485.04,86778132.54,66771634.43,3348707.67,1068833.815,192853241.4,382964662.7,3495321.038,28535310.73,37885342.74,897471.6219,17383652.52,3911985.312,11232731.5,9597571.506,245987.2448,91442528.16,1761676.155,4646025.589,436565.5216,429889.9158,24385376.86,62072161.63,1068059.725,28156200.45,730169.891,603547823.8,40016729.31,124012001.4,307031.6,11591345.62,34199528.1,16332506.19,266069.9,22077905.44,93323275.4,4669569.135,98641178.19,8430232.723,1731940.292,270739.3649,101110508.3,3830035.647,199970.8,185340284.8,539584647.3,39150298.28,1358695.898,18339402.73,42526163.49,123241584.4,566887.993,7679296.432,8352519.071,6060201.122,36321393.26,6720259.262,74418657.14,193293306.3,109433227.6,3486777695,117888367,283674999.9,230116.8,16281051.36,6585307.949,229157.9,1081130.044,2532285.722,1259486.376,5930927.647,718144.8404
AD_F5_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,95216.2524,121499370.7,18872671.38,23159592.86,15957835.86,367160215.4,169652357.6,7114002.194,48848462.66,17117481.78,7120048.374,46251781.89,4221216.826,65293027.38,68550048.77,17878453.05,70692873.46,18133155.89,102417616.8,24604750.03,27017449.38,44577459.11,39966614.98,695254079.6,11787753.17,51308015.25,347610.9204,21182273,2826431.132,22735428.87,39596549.95,27815712.24,9435879.552,4656857.053,19430329.41,42224596.62,472916.7618,49059517.77,13936672.13,182546038.8,575918.9552,49403848.18,33620370.98,2588501904,412382656.6,16365963.75,160944660.1,171134769,979922.328,23470308.88,21920799.03,7268974.715,89739336.04,149813860.2,62683849.22,259033386.1,2240182222,31598441.51,836601263.3,38889110.04,78265394.18,6354933.7,1685457567,1925517.376,16635369.52,57202308.9,50384603.91,115540164.1,370836.0348,17636585.69,45480432.21,16462301.82,11536256.86,9961616.69,660976.0032,43103934.24,126936.1,2199395.539,2361314.957,64586830.57,6091302.307,2157161.931,47978149.66,1408316.55,47833906.19,8105422.195,13719709081,641955.1482,69863212.78,101414563.3,20809764.52,66814.3612,2183121.285,497387044,31872239.85,824181.6321,57332006.02,2643677.189,12201268.59,27198926.48,6592737312,185298.4356,277158.7,817701.2774,20051550.32,12422410703,252388464.7,64400.3872,2014499.204,3095151.437,1248665.262,109029832.8,207147.3976,9707952.052,26367082.71,11450777.3,245136253,6213894.264,1941642808,779064353.6,1152224800,33852019.76,12058540.24,19594348.25,73514723.23,58167480.62,33272929.82,4575634.332,26063764.55,142527014.6,91356117.06,7419847.05,1050537.293,174366852.8,446135223.7,7607777.175,25800892.37,39539259.45,3186853.948,32389909.01,6474798.943,28845094.01,8934809.841,2790629.082,93989508.96,1564644.183,4870297.341,12238916.32,291774.0924,57929487.85,76820841.5,2290240.854,53895627.04,695054.1235,664559300.3,109144033,58001776.91,104697.7756,15969396.19,35486850.24,15071883.78,266069.9,16099928.6,93958110.84,12067175.62,104511115.9,16974333.1,4891475.18,345279.01,171076313.9,5767435.633,243564.4344,196389724.1,559752118.8,37708297.87,1062175.022,33960267.15,56238731.93,180294098.1,996693.4355,16105475.74,9625816.018,11715160.83,18531362.6,11340018.64,74510087.68,692095281.1,49877755.96,5545181434,105921651.3,313665706,230116.8,27059592.67,6483094.243,326779.1654,1289313.079,4466836.505,1801716.615,4880247.17,1047990.436
AD_F6_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,86853.9468,129383951.3,16981932.8,22111285.43,15649916.85,366354746.9,160677226,8478598.578,53410631.7,10431389.86,7320641.276,40187764.01,5034466.562,93046153.99,93649134.7,19695664.73,41586556.03,12089818.85,62662910.8,27801016.96,28777685.44,42062155.71,37101958.26,133396792.3,11689894.52,54935379.12,269048.7,16863453.84,2326832.831,25335200.4,16785846.26,18264686.64,8227149.75,5097779.789,12157244.78,36925594.76,1000471.838,52302951.71,14912561.61,189805046.1,1178320.796,63255071.32,12544927.67,2819532486,336045554.4,10280767.38,178283971.4,163845951.2,2174600.361,26444457.46,24920478.18,8834067.679,115338502.9,102835699.5,63299426.05,208179722.8,2161045781,31414629.09,838207412.6,36336111.66,78583797.66,10156108.36,1881510035,1639413.496,10233713.11,76905822.74,58831559.68,137041007.6,332819.9616,20243354.11,30056708.43,11593380.88,6213540.524,22349123.07,431203.3344,55409630.73,126936.1,2625279.59,759028.9368,57739010.59,3261859.234,2036504.493,28045044.99,2508757.05,39413259.22,9964752.653,15994324949,1014822.861,68042632.39,96918935.24,35768909.4,81354.274,5834710.475,471207171.4,29937944.27,953772.1038,37768649.48,1421141.437,15731780.64,19034593.2,6536272945,446953.4444,277158.7,368139.0328,6810840.504,12960676575,301402150.2,57152.7552,2256060.683,2296475.664,1087064.176,105248741.2,2102437.442,9142841.123,30504380.69,10110246.5,199897888.1,10609628.19,2353514147,1061345882,1614960433,26822119.33,8760765.614,21919875.85,68866485.78,56116625.2,33959231.41,8454702.572,16330832.37,137680263.6,131719163,6404588.19,1350196.861,172654651.2,488513119.7,8406644.513,29150299.73,34165909.61,3248166.644,27252240.99,7394665.523,20219310.47,9264641.784,373141.328,104608026.5,2667526.63,4916524.635,11369203.8,412934.5206,63104412.83,83022151.19,362032.3072,31180017,775046.6515,736403988.4,85669427.73,55193835.4,184525.9916,15909816.28,37550691.7,11944256.11,266069.9,27507002.32,97973071.57,7553504.876,101096991,12403682.31,4672444.72,417381.3915,187333211,3922429.214,1726547.887,210462056.2,581684938.9,41669105.49,1289400.259,31971992.11,57760978.06,189435967.5,835625.8155,19098070.05,8826995.939,6104886.833,17023923.16,8767957.251,79701406.61,583471634.6,72242230.42,5957278177,123831606,397604894.1,230116.8,23297040.55,8189597.405,1438882.454,3396734.71,5031569.006,2325919.185,6609153.01,229639.3385
AD_F7_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,127905.2652,99138364.05,13995595.31,34067143.5,21078964.02,418846369.7,194715126.7,5215348.504,60574354.29,6260959.576,8087026.116,31642162.62,3703028.215,98692950.45,100327189.2,20047752.06,34138084.03,33630248.45,77754785.98,30755865.26,26133305.19,49076388,52673248.91,97748643.02,11827669.2,78537740.58,667778.8734,14570645.2,1356391.885,24913986.16,8781369.553,5448572.869,12275053.48,4325299.767,16250961.91,100568273,1501076.935,82548452.86,13738429.62,226731192.6,2145113.734,52236983.99,2421372.773,2496742118,318592838,917467.2444,133768607.6,180053961.1,330564.7074,30777949.92,18796296.07,33823366.43,120585996.3,102163301.9,65186792.18,145766087.5,1612459186,34535487.22,786293096.1,40705643.31,84410611.17,10149487.26,1185824094,2238408.322,11353244.01,52966134.85,55022526.82,161265001.1,415785.8572,17550754.16,29919649.92,14117216.34,1608359.524,20862264.03,173847.8232,52979356.45,1822929.332,3012757.667,3168149.058,82724937.61,3896331.672,5750243.893,91358144.33,1416044.363,32354825.24,9315183.821,15500184111,275264.8326,46308154.24,99537846.21,26541817.47,257737.2638,4850430.363,478488617.4,44480812.37,897839.9613,38022853.1,2179818.495,12904836.28,22810274.66,5826919797,243173.8,277158.7,127134.4886,10212656.69,13071074989,295070687.6,41207.9648,2567620.089,5778143.941,305648.0608,97272544.54,112808.4167,8510854.433,29269243.43,7831245.73,223157833.2,13688251.49,2302291022,1201082477,1924587057,35289431.81,10345545.86,31949149.07,63239617.69,46360134.36,31672116.35,6568294.781,18276869.8,127000835.6,68072128.01,4324673.43,1355671.411,150339691.6,494043324.8,6568117.875,28593139.39,45088651.18,609470.7003,25072173.32,2647296.383,14200146.73,10646251.22,130794.4864,119517058.3,2221977.311,6409162.322,12774820.11,725549.6196,42965300.35,78612714.47,2433572.15,30060331.84,681960.1085,759384056,66860995.92,65211448.89,307031.6,16314662.59,42687932.25,17579752.5,266069.9,27312486.96,103077652.7,8763286.266,118575878.3,7682603.808,4075853.328,277035.6292,152085760.8,4191373.278,199970.8,224313707.6,658625677.2,48714513.23,861629.502,33641273.33,52066598.14,176278003,971132.7045,11685655.27,13005981.05,6524454.962,16142067.21,6414617.541,88261672.29,442861489.7,63617599.05,5470633464,138113348.4,478318519.1,144053.1168,18467496.03,6783117.206,396672.3249,1452406.715,1730022.518,737559.1426,5490737.509,552097.9341
AD_F8_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Female,Brain region:Basal ganglia ,Age:3weeks,Gender:Female,Age:3weeksGender:Female,117452.3832,78293845.73,23097655.12,25924791.88,18194927.01,283626420,180848536.3,7284479.215,55854991.68,21770909.65,7084394.819,22147225.33,3265098.893,79484527.29,70487923.17,16397460.57,103119569.5,5104528.519,40782872.5,35654494.89,30199402.18,42829871.92,43913652.12,172829565.9,11661684.08,54327425.05,346534.7256,15305423.77,1453410.975,22229807.35,10439078.92,3315420.562,10491290.16,5641492.207,7918211.146,49500044.88,947310.2348,42758914.74,10961757.51,216365788.3,6177887.326,42722948.22,15454504.09,2928499301,268638964.8,5356356.82,378998481.4,157934683.8,139034.4342,15683018.87,11252378.71,27357643.48,101578091.8,67510915.54,55164748.12,127653733.8,1366819741,37860910.79,912376490.1,54197054.88,80930234.55,4832742.35,1389585381,1957256.673,11612489.43,38344261.69,57235954.51,128051421.9,196057.736,14159288.38,23977058.55,10604376.07,170181.5992,23953875.37,1768844.664,41075908.67,126936.1,2973145.222,1583098.914,69281817.3,3403246.214,6267429.934,41897894.88,404628.2625,42513530.64,7543492.07,12363912155,247095.9,52906482.05,96202647.33,25780533.29,84469.9696,3690300.207,330677457.9,34417170.46,3422014.528,30981720.95,2027147.682,7379494.392,20448691.54,4586166791,243173.8,277158.7,161213.878,5731952.148,9488021607,235896938.5,45142.3936,1499465.427,3974524.384,171668.8855,89838245.35,155360.5482,6573607.722,32880650.11,6418865.635,184493116.2,6998182.328,1763328968,806121239.9,1246486655,41749693.1,9974259.065,11968212.03,46817101.32,39483842.68,33700949.46,2716871.037,13851865,112581358.6,155759480.9,3149248.41,1325129.186,204629832.7,395561728.6,5406696.675,28672631.42,44422385.87,2830790.309,20762416.39,3243014.639,17464861.34,9807242.232,1495425.629,104155799.1,2023849.906,6505779.557,902490.1248,923715.801,39521944.12,77713132.01,1937388.192,38413780.94,995264.1765,606580216.6,44243336.36,47358618.35,307031.6,11541668.19,34021448.54,19991610.6,266069.9,21327631.93,88980414.56,5034644.54,123178993.8,4649891.083,598642.2393,310344.8984,135836287.7,3770588.623,199970.8,194855690.3,462179051,48144091.1,1157792.261,24977575.2,33937394.88,128370074,290622.01,10522658.82,25592905.22,8069011.457,21529982.5,6596580.984,101409815.3,248179435.5,107507310.8,4477831202,122426316.5,343407918.9,230116.8,12273070.19,5063867.971,601081.1717,721227.2754,1489886.361,2865524.035,4560299.825,254690.9027
AD_M1_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Male,Brain region:Basal ganglia ,Age:3weeks,Gender:Male,Age:3weeksGender:Male,74120.436,98199904.53,6433239.513,26817412.78,22581375.48,377417834.7,69753623.44,574628.4948,48937539.02,3116161.094,3726296.376,21181843.57,4635945.329,73695422.32,70738350.21,19119877.76,23631509.11,117466.6815,60240271.88,40837044.38,22833305.46,21438604.34,39952772.98,96483073.83,17375177.67,98457223.79,140981.5188,22367495.07,1556556.27,23525376.84,26241452.35,24688404.5,9957268.657,4148792.235,10625946.02,51694838.92,587731.0576,83891225.1,8805032.2,154747456.3,261141.3656,68938930.65,343062.018,2390955169,402732175,110678694.5,310995021.2,128388354.9,4789688.535,27257342.66,43684428.6,15604791.82,110889318.8,188884654.2,77039705.26,124410606,1776607557,36532223.72,1299026833,31725246.99,203492767.7,10624220.27,819788645.3,587739.7554,8247756.72,24371494.73,65585393.8,122554102.3,4328811.354,19939470.17,40730028.74,8653078.137,239019.1,20636886.99,461569.7664,58538866.22,126936.1,2732052.221,839029.416,36672179.57,4032739.315,5446959.359,199953545.1,271709.8875,37802641.14,7954853.491,18083262536,860882.1156,60069133.06,83938687.31,11109771.13,249774.9306,4243057.513,540761472.5,16736704.96,909714.7854,30292443.99,1818686.879,12846899.67,22890203.83,2139615302,1383658.922,388853.6561,121624.6472,17349771.35,11955454509,329260943.7,47834.3712,2589580.224,2696190.64,3295784.453,96727081.99,157533.423,10005344.9,25921230.03,6257778.846,200036916.6,5499631.92,2640767096,1028779876,1471954197,22862143.98,11063545.06,30014098.83,72643452.92,27151405.43,40020671.04,4765196.594,16061622.36,145250943.5,31792056.48,7063589.61,1232782.175,40436984.79,576275274.5,5246819.138,39139439.89,31293169.06,955409.3073,23405965.46,3085279.471,11241755.48,8009226.084,478192.9632,147558661.6,2582667.049,5716556.234,2588023.152,994010.0436,26578626.64,78464445,1117984.109,55893728.54,957529.606,834376753,97768554.81,147457970.9,307031.6,14474617.13,36226235.27,10813530.42,266069.9,30753785.48,97915932.27,7326732.389,101781988,6182675.31,4107436.372,3619742.657,166108038.4,6240505.02,199970.8,204973770.5,739854643.6,22377367.16,1191455.259,34816653.04,53032948.23,173145637.8,158616.591,7921105.188,5224923.824,6208926.085,22920899.27,4974344.395,78012630.61,242058020.2,90177613.12,4022992789,180424599.4,417135248.3,510168.9456,26915616.87,10767981.02,7055084.267,4857265.641,8687240.334,3347020.286,8184736.162,264968.4675
AD_M2_BG,Brain region:Basal ganglia | Age:3 weeks | Gender:Male,Brain region:Basal ganglia ,Age:3weeks,Gender:Male,Age:3weeksGender:Male,171997.422,111854454.3,11614365.98,10297552.35,21339249.15,348235006.8,27690384.24,869939.948,11093748.93,6358090.509,6496610.968,23033430,5662109.752,83221061.03,59810390.09,23538537.8,28712903.92,77139.5373,106739952.1,50118217.11,22964719.24,7911048.766,1544416.704,154239488.9,32408771.12,8770159.045,76140.7821,22486115.79,1916502.093,13236458.66,26896678.45,23239809.05,4710325.73,5165094.917,15473807.79,72356708.96,398712.024,3076899.769,9083082.488,26773078.23,376124.0208,71476107.94,4273614.455,3032384476,451231632.8,303438339.3,319804311.8,76131085.19,5258492.285,32424433.37,44550597.35,16941275.7,131559080.7,110560141.5,59517140.71,101110113.3,1709214569,47464368.38,546135620.7,50379781.3,177331211.3,18098782.32,689851582,760167.4278,7137776.97,36961363.05,79772077.79,99408429.68,4757747.425,20674752.77,24303125.15,11901153.4,239019.1,18638995.8,185994.396,71257192.04,1967001.806,1020271.802,965534.2388,21184612.42,3293700.787,394405.0317,191102884.8,1851274.763,37965826.96,9878272.166,16905933142,747465.0975,66311474.07,95093585.09,6695079.019,301703.1906,2872567.492,539625028.8,10157761.27,335248.6572,29661556.82,2893228.824,19985776.09,23274295.93,1981970077,3346314.662,794336.8342,662405.3772,2805660.936,9647796814,284049537.9,207075.2,2998244.6,2287048.424,4259453.55,62106023.13,275230.808,14253353.43,33028909.56,6584381.491,152734483.6,5869618.56,2185280006,1192018728,1828816956,46078637.28,7034415.588,26523296.06,79823174.53,32992217.66,37202290.39,3084712.093,17925700.73,156125092,82454708.03,4372573.59,1085977.8,31374135.06,519151831.7,5818293.525,7882780.447,38257160.76,875252.8008,29251256.4,2423965.845,10151165.58,2874738.912,527858.464,47878053.53,2723174.652,9621776.662,2904538.182,166374.8154,35146394.93,86594959.22,3137667.011,60738888.15,926461.0795,799337405.8,122629029.9,181575657.3,307031.6,14704354.62,37699063.83,3672183.261,266069.9,20985648.07,67217740.63,12707872.49,46991679.71,3856038.665,4069290.617,6660432.103,170042388.2,6667735.737,199970.8,48910112.05,489828582.2,14066383.53,1119294.684,29736388.13,53585114.99,154724369.5,478826.0225,7517286.976,6157978.383,6960737.594,26224568.55,7103682.232,55971629.87,195169875.6,137697558.5,4253977452,190863973.9,640776106.8,493370.4192,29587835.42,8335196.784,7393092.17,5760881.566,10879514.1,7487783.028,6892519.942,167010.428
